"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
7.3,0.26,0.24,1.7,0.05,112,0.99286,0.43,9.9,5
6.6,0.23,0.2,11.4,0.044,131,0.99604,0.51,9.7,6
6.7,0.36,0.26,7.9,0.034,123,0.99119,0.3,12.2,7
6.1,0.38,0.42,5,0.016,113,0.99007,0.31,12.4,7
7,0.2,0.31,8,0.05,213,0.99596,0.57,10.4,6
6.9,0.3,0.3,10.55,0.037,28,0.99184,0.32,12.7,6
6.7,0.18,0.28,10.2,0.039,115,0.99469,0.45,10.9,7
6.8,0.18,0.28,9.8,0.039,113,0.99406,0.45,10.9,7
6.3,0.37,0.28,6.3,0.034,152,0.9921,0.46,11.6,7
6.9,0.25,0.33,1.2,0.035,158,0.99082,0.58,11.3,6
6,0.32,0.3,1.3,0.025,112,0.98802,0.64,13.3,7
6.7,0.18,0.28,10.2,0.039,115,0.99469,0.45,10.9,7
6.2,0.16,0.32,1.1,0.036,184,0.99096,0.41,11,6
6.5,0.2,0.5,18.1,0.054,221,0.99941,0.64,8.8,6
6.6,0.22,0.36,5.5,0.029,105,0.99206,0.47,11.8,6
7,0.13,0.37,12.85,0.042,105,0.99581,0.55,10.7,6
7.2,0.32,0.3,8.25,0.02,104,0.99362,0.44,11.4,6
7,0.13,0.37,12.85,0.042,105,0.99581,0.55,10.7,6
7.1,0.47,0.29,14.8,0.024,142,0.99518,0.48,12,8
6.9,0.25,0.47,8.4,0.042,156,0.99604,0.55,9.4,6
7.7,0.18,0.53,1.2,0.041,167,0.9908,0.44,11.9,5
6.9,0.28,0.41,1.4,0.016,55,0.98876,0.4,13.4,5
6.2,0.25,0.38,7.9,0.045,208,0.99572,0.46,9.1,5
7.4,0.21,0.8,12.3,0.038,183,0.99778,0.48,9,5
6.1,0.18,0.38,2.3,0.033,111,0.98962,0.49,12.4,6
6.6,0.35,0.34,4.9,0.032,125,0.99253,0.81,12,5
8.5,0.19,0.48,1.1,0.026,58,0.99184,0.5,10.5,6
6.2,0.25,0.54,7,0.046,176,0.99454,0.7,10.4,5
5.8,0.31,0.32,4.5,0.024,94,0.98906,0.52,13.7,7
6.3,0.28,0.47,11.2,0.04,183,0.99592,0.51,9.5,6
7.6,0.27,0.52,3.2,0.043,152,0.99129,0.53,11.4,6
9.7,0.24,0.49,4.9,0.032,18,0.99368,0.54,10,6
6.7,0.34,0.4,2.1,0.033,111,0.98924,0.48,12.2,7
7,0.26,0.34,10.9,0.038,84,0.99432,0.34,10.9,6
6.5,0.29,0.26,7,0.04,113,0.99366,0.38,10.2,6
7.6,0.21,0.49,2.5,0.047,130,0.99178,0.48,11.1,5
7.7,0.26,0.51,2.6,0.045,159,0.99126,0.5,11.2,6
7.6,0.23,0.34,1.6,0.043,129,0.99305,0.7,10.4,5
6.5,0.24,0.39,17.3,0.052,126,0.99888,0.47,9.2,6
6.3,0.17,0.32,4.2,0.04,117,0.99182,0.43,11.3,6
7.6,0.3,0.38,2.1,0.043,98,0.99296,0.65,11,5
6.5,0.33,0.38,2.5,0.047,148,0.98964,0.43,12.7,6
6.6,0.25,0.35,2.9,0.034,121,0.99008,0.4,12.8,6
6.9,0.22,0.43,6.4,0.042,115,0.99293,0.51,10.8,6
5.8,0.39,0.47,7.5,0.027,88,0.9907,0.45,14,6
6.2,0.23,0.36,17.2,0.039,130,0.99946,0.43,8.8,6
7.6,0.25,1.23,4.6,0.035,294,0.99018,0.43,13.1,6
5.8,0.29,0.33,3.7,0.029,88,0.98994,0.42,12.3,6
6.5,0.34,0.46,1,0.023,80,0.98865,0.54,12.9,6
7.8,0.3,0.36,4.6,0.024,198,0.99222,0.66,11.9,6
7.3,0.2,0.39,2.3,0.048,87,0.99044,0.35,12,6
6.5,0.24,0.38,1,0.027,90,0.98926,0.36,12.3,6
6.5,0.21,0.4,7.3,0.041,115,0.99268,0.43,11,6
8.7,0.3,0.59,1.7,0.046,70,0.99373,0.56,10.8,4
6.6,0.19,0.33,1.8,0.035,148,0.99196,0.36,10.2,5
5.8,0.28,0.3,1.5,0.026,114,0.98952,0.6,12.5,7
7.6,0.24,0.44,3.8,0.037,146,0.9911,0.37,11.6,6
5.7,0.16,0.32,1.2,0.036,89,0.99111,0.48,11,5
6.4,0.22,0.38,9.1,0.044,127,0.99326,0.3,11,7
8.2,0.3,0.44,12.4,0.043,154,0.99452,0.33,12,6
5.2,0.335,0.2,1.7,0.033,74,0.99002,0.48,12.3,6
7.2,0.13,0.46,1.3,0.044,111,0.99127,0.45,11.1,5
6.5,0.29,0.25,2.5,0.142,111,0.9927,0.44,9.9,4
9,0.38,0.53,2.1,0.102,76,0.99001,0.57,12.9,5
6.6,0.16,0.34,1.1,0.037,115,0.9899,0.68,12,6
6.6,0.33,0.4,2.65,0.041,86,0.98916,0.39,13.3,7
5.7,0.2,0.3,2.5,0.046,125,0.99276,0.5,9.9,6
6.8,0.27,0.42,7.3,0.054,200,0.99556,0.49,9.4,6
6.2,0.2,0.26,1.1,0.047,119,0.99158,0.6,11,7
6.2,0.2,0.29,11.8,0.035,93,0.99364,0.34,11.9,6
6.4,0.23,0.35,4.6,0.039,147,0.99216,0.4,11,7
7.6,0.27,0.29,2.5,0.059,115,0.99328,0.37,9.8,5
6.6,0.34,0.24,3.3,0.034,99,0.99031,0.4,12.3,7
6.4,0.16,0.42,1,0.036,113,0.9908,0.52,11,6
5.8,0.3,0.42,1.1,0.036,113,0.98871,0.46,12.6,7
6.6,0.34,0.24,3.3,0.034,99,0.99031,0.4,12.3,7
5.3,0.3,0.16,4.2,0.029,100,0.9905,0.36,11.8,8
7.1,0.38,0.4,2.2,0.042,201,0.99177,0.5,11.4,5
7.4,0.19,0.31,14.5,0.045,193,0.9986,0.5,9.2,6
6.3,0.32,0.32,1.5,0.03,101,0.98923,0.42,13,5
7.6,0.19,0.32,18.75,0.047,193,1.00014,0.5,9.3,7
6.5,0.26,0.31,3.6,0.03,92,0.99026,0.62,12.6,8
4.2,0.215,0.23,5.1,0.041,157,0.99688,0.44,8,3
5.8,0.23,0.2,2,0.043,154,0.99226,0.39,10.2,6
6.6,0.38,0.36,9.2,0.061,214,0.9976,0.56,9.4,5
6.4,0.23,0.32,1.9,0.038,118,0.99074,0.53,11.8,7
6.6,0.23,0.3,4.6,0.06,154,0.99142,0.49,12.2,8
6.6,0.38,0.36,9.2,0.061,214,0.9976,0.56,9.4,5
7.4,0.16,0.32,1.4,0.065,140,0.99134,0.47,11.4,6
6.6,0.2,0.14,4.4,0.184,168,0.99396,0.45,9.4,6
6.8,0.23,0.31,2.8,0.047,122,0.99126,0.64,10.9,7
6.8,0.21,0.31,2.9,0.046,121,0.9913,0.65,10.9,7
7.8,0.25,0.37,1,0.043,80,0.99128,0.38,11.4,5
6.5,0.25,0.5,7.6,0.047,184,0.99572,0.45,9.2,5
6.8,0.32,0.32,8.7,0.029,105,0.99146,0.34,12.3,7
7.8,0.25,0.37,1,0.043,80,0.99128,0.38,11.4,5
6,0.32,0.3,1.9,0.033,142,0.98912,0.42,12.8,7
6.3,0.3,0.29,2.1,0.048,142,0.98956,0.46,12.9,7
5.9,0.24,0.28,1.3,0.032,95,0.98889,0.64,12.9,7
5.1,0.21,0.28,1.4,0.047,148,0.99168,0.49,10.4,5
7.5,0.29,0.36,15.7,0.05,124,0.9968,0.54,10.4,5
6.9,0.17,0.3,2,0.047,117,0.99152,0.51,11.6,6
6.9,0.38,0.29,13.65,0.048,189,0.99784,0.6,9.5,6
6.7,0.18,0.24,10.3,0.057,185,0.99519,0.5,10.6,6
7.2,0.27,0.28,15.2,0.046,41,0.99665,0.39,10.9,6
6.7,0.36,0.28,8.3,0.034,81,0.99151,0.39,12.5,6
5.3,0.32,0.23,9.65,0.026,119,0.99168,0.53,12.2,6
6.8,0.2,0.28,12.6,0.048,136,0.99556,0.37,10.7,6
6,0.22,0.33,12.2,0.033,97,0.99356,0.42,11.3,7
6.7,0.36,0.28,8.3,0.034,81,0.99151,0.39,12.5,6
6.6,0.18,0.28,1.7,0.041,161,0.99207,0.45,10.2,6
6.4,0.22,0.32,4.9,0.046,156,0.99316,0.55,11.2,6
8.8,0.39,0.35,1.8,0.096,80,0.99016,0.54,12.6,6
6.6,0.24,0.3,11.3,0.026,77,0.99381,0.55,12.8,7
7.7,0.46,0.18,3.3,0.054,143,0.99392,0.51,10.8,6
8.8,0.27,0.25,5,0.024,99,0.9925,0.49,11.4,5
5.8,0.18,0.28,1.3,0.034,94,0.99092,0.52,11.2,6
5.8,0.15,0.32,1.2,0.037,119,0.99137,0.5,10.2,6
5.6,0.32,0.33,7.4,0.037,95,0.99268,0.49,11.1,6
6,0.14,0.17,5.6,0.036,127,0.99373,0.57,9.8,6
8.9,0.3,0.35,4.6,0.032,148,0.99458,0.45,11.5,7
7.2,0.37,0.4,11.6,0.032,214,0.9963,0.51,9.8,6
6.1,0.3,0.3,2.1,0.031,163,0.9895,0.43,12.7,7
6.4,0.32,0.27,4.9,0.034,122,0.9916,0.71,12.5,6
7.1,0.17,0.4,14.55,0.047,156,0.99945,0.78,9.1,6
7.1,0.17,0.4,14.55,0.047,156,0.99945,0.78,9.1,6
7.1,0.18,0.39,15.25,0.047,158,0.99946,0.77,9.1,6
6.5,0.24,0.28,1.1,0.034,83,0.98928,0.33,12.3,6
6.9,0.24,0.23,7.1,0.041,97,0.99246,0.85,11.4,6
6.7,0.4,0.22,8.8,0.052,113,0.99576,0.45,9.4,5
6,0.16,0.22,1.6,0.042,106,0.9905,0.32,11.4,6
6.6,0.15,0.32,6,0.033,128,0.99192,0.71,12.1,8
6,0.17,0.29,9.7,0.044,98,0.99536,0.36,9.2,6
6.7,0.47,0.29,4.75,0.034,134,0.99056,0.46,13,7
6.6,0.21,0.29,5.35,0.029,106,0.99112,0.43,11.5,7
5.6,0.34,0.3,6.9,0.038,89,0.99266,0.49,11.1,6
5.8,0.54,0,1.4,0.033,107,0.98918,0.35,12.4,5
7.3,0.23,0.24,0.9,0.031,86,0.98926,0.38,12.2,6
6.8,0.17,0.34,2,0.04,111,0.99,0.45,12.9,6
6.2,0.3,0.31,1.6,0.035,106,0.98914,0.39,12.9,7
6.6,0.24,0.27,10.3,0.047,219,0.99742,0.45,8.8,5
7.6,0.22,0.28,12,0.056,143,0.9983,0.3,9.2,6
6.7,0.24,0.3,3.85,0.042,179,0.99189,0.59,11.3,8
6.8,0.19,0.4,9.85,0.055,103,0.99532,0.56,10.5,6
6.7,0.16,0.36,2,0.045,131,0.99284,0.59,10.5,6
6.5,0.3,0.27,4,0.038,97,0.99026,0.6,12.6,8
5.8,0.22,0.3,1.1,0.047,131,0.992,0.45,10.4,5
6.1,0.36,0.26,8.15,0.035,88,0.99031,0.27,13,7
7.5,0.21,0.32,4.8,0.056,113,0.99393,0.52,10.2,7
6.7,0.28,0.31,7.4,0.041,81,0.99254,0.47,11.4,8
7.6,0.31,0.24,1.8,0.037,150,0.9913,0.44,11.8,7
6,0.28,0.27,15.5,0.036,134,0.99408,0.44,13,7
6.7,0.24,0.36,8.4,0.042,123,0.99473,0.52,10.9,6
6,0.24,0.28,3.95,0.038,134,0.99146,0.54,11.3,7
6.1,0.33,0.3,3,0.036,124,0.98922,0.4,13.1,7
7.5,0.33,0.28,4.9,0.042,155,0.99385,0.57,10.9,6
6.4,0.26,0.25,10.7,0.046,179,0.99606,0.55,9.9,6
7,0.22,0.24,11,0.041,167,0.99508,0.56,10.5,6
6.5,0.19,0.28,1.4,0.046,90,0.99038,0.51,11.7,7
6.3,0.21,0.31,1.2,0.043,117,0.99158,0.68,11,6
7.9,0.35,0.28,12.9,0.032,63,0.9932,0.43,13,6
6.6,0.29,0.29,1.8,0.036,102,0.98819,0.42,13.7,7
8.9,0.27,0.28,0.8,0.024,128,0.98984,0.35,12.4,6
7.1,0.35,0.27,3.1,0.034,134,0.9897,0.38,13.1,7
6.4,0.28,0.44,7.1,0.048,179,0.99528,0.48,9.2,5
6.2,0.47,0.19,8.3,0.029,142,0.992,0.45,12.3,6
8.1,0.2,0.28,0.9,0.023,87,0.99062,0.36,11.1,6
7.6,0.37,0.34,3.2,0.028,162,0.9903,0.33,12.4,6
6.6,0.64,0.28,4.4,0.032,78,0.99036,0.62,12.9,6
7.8,0.15,0.34,1.1,0.035,93,0.99096,0.72,11.3,7
8,0.25,0.27,9.7,0.036,85,0.99406,0.36,11.2,6
5.9,0.655,0,5.6,0.033,31,0.9936,0.51,10.5,4
8.1,0.17,0.21,1.6,0.036,119,0.99396,0.52,10.1,6
7.5,0.3,0.21,6.55,0.026,143,0.99244,0.35,11.1,5
7.2,0.26,0.24,7,0.023,130,0.99176,0.49,12.8,7
6.3,0.32,0.32,1.5,0.037,76,0.98993,0.46,12.3,6
5.8,0.28,0.28,4.2,0.044,158,0.992,0.44,10.7,7
5.6,0.28,0.27,3.9,0.043,158,0.99202,0.44,10.7,7
5.6,0.28,0.28,4.2,0.044,158,0.992,0.44,10.7,7
7.2,0.16,0.29,1,0.031,123,0.98958,0.4,12.1,7
6.6,0.19,0.28,11.8,0.042,137,0.99492,0.37,10.8,6
7,0.32,0.27,7.1,0.027,122,0.99165,0.6,12.6,7
7.4,0.36,0.23,1.9,0.017,69,0.9892,0.36,12.5,6
6.7,0.35,0.48,8.8,0.056,167,0.99628,0.47,9.4,5
6.8,0.14,0.18,1.4,0.047,90,0.99164,0.54,11.2,6
7,0.16,0.25,14.3,0.044,149,0.998,0.46,9.2,6
7.2,0.24,0.3,1.2,0.037,95,0.98914,0.36,12.5,6
6.8,0.45,0.28,26.05,0.031,122,1.00295,0.42,10.6,6
6.3,0.2,0.26,4.7,0.04,168,0.99278,0.75,10.7,7
6.6,0.36,0.28,6.1,0.029,93,0.99054,0.27,12.8,7
6.4,0.29,0.32,2.4,0.014,89,0.99008,0.66,12.5,7
5.9,0.18,0.28,5.1,0.039,139,0.99165,0.44,11.3,6
7.3,0.31,0.25,6.65,0.032,138,0.99244,0.37,11.1,5
6.9,0.19,0.6,4,0.037,122,0.99255,0.59,10.4,4
6.3,0.32,0.17,17.75,0.06,190,0.99916,0.48,8.8,6
6.3,0.32,0.17,17.75,0.06,190,0.99916,0.48,8.8,6
7.1,0.28,0.28,8.5,0.03,191,0.99338,0.46,12.2,7
5.7,0.15,0.47,11.4,0.035,128,0.99456,0.34,10.5,8
5.4,0.53,0.16,2.7,0.036,128,0.98856,0.53,13.2,8
5,0.29,0.54,5.7,0.035,155,0.98976,0.34,12.9,8
5.3,0.3,0.3,1.2,0.029,93,0.98742,0.4,13.6,7
7.1,0.2,0.27,9.6,0.037,105,0.99444,0.37,10.5,7
7,0.22,0.26,9.2,0.027,122,0.99228,0.34,12.5,8
6.4,0.16,0.44,1.2,0.051,122,0.99058,0.75,11.3,7
6.8,0.15,0.41,12.9,0.044,183,0.99742,0.78,10.2,6
6.8,0.31,0.3,8,0.028,122,0.99164,0.63,12.6,7
7.1,0.21,0.35,2.5,0.04,186,0.99128,0.56,12.5,6
7,0.22,0.26,9.2,0.027,122,0.99228,0.34,12.5,8
6.8,0.31,0.3,8,0.028,122,0.99164,0.63,12.6,7
6.4,0.15,0.4,1.3,0.053,146,0.99112,0.68,11,6
6.4,0.16,0.44,1.2,0.051,122,0.99058,0.75,11.3,7
6.8,0.15,0.41,12.9,0.044,182,0.99742,0.78,10.2,6
7.6,0.3,0.37,1.6,0.087,177,0.99438,0.5,9.8,5
6.6,0.26,0.22,18.15,0.05,139,0.99904,0.5,9.2,5
7.5,0.24,0.31,13.1,0.05,180,0.99884,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,180,0.99884,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,180,0.99884,0.53,9.1,6
6.6,0.15,0.34,1,0.037,79,0.98949,0.5,11.7,6
6.5,0.35,0.38,7.4,0.036,196,0.99712,0.48,9.1,6
6.6,0.26,0.22,18.15,0.05,139,0.99904,0.5,9.2,5
7.7,0.3,0.23,2,0.068,138,0.99382,0.62,9.8,5
5.4,0.255,0.33,1.2,0.051,122,0.99048,0.66,11.3,6
7,0.34,0.26,10.3,0.041,166,0.99382,0.35,11.6,6
7.5,0.28,0.41,1.3,0.044,126,0.99293,0.45,10.3,5
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
6.8,0.22,0.3,10.6,0.07,194,0.99654,0.42,9,6
6.3,0.28,0.29,6.8,0.051,143,0.99374,0.59,11,6
6.6,0.27,0.33,1.4,0.042,183,0.99215,0.46,10.7,5
5.5,0.17,0.23,2.9,0.039,108,0.99243,0.5,10,5
6.5,0.26,0.34,1.4,0.04,184,0.99216,0.46,10.7,5
7.4,0.2,0.35,6.1,0.025,40,0.99244,0.52,10.9,5
6.9,0.4,0.17,12.9,0.033,186,0.99754,0.49,9.4,5
5,0.61,0.12,1.3,0.009,100,0.9874,0.37,13.5,5
6.5,0.33,0.28,6.1,0.018,103,0.99122,0.32,12.2,6
6.9,0.33,0.31,7.7,0.04,135,0.99226,0.57,12.3,5
7.4,0.25,0.29,6.8,0.02,113,0.99338,0.29,10.8,6
7.6,0.27,0.3,9.2,0.018,96,0.9938,0.29,11,6
6.5,0.25,0.27,17.4,0.064,140,0.99776,0.49,10.1,6
6.4,0.27,0.45,8.3,0.05,196,0.9955,0.48,9.5,5
6.8,0.25,0.3,11.8,0.043,133,0.99524,0.58,10.4,6
5.5,0.24,0.45,1.7,0.046,113,0.99224,0.48,10,5
7,0.39,0.21,10.7,0.098,91,0.99657,0.47,9.3,5
7,0.3,0.28,2.2,0.042,177,0.99166,0.57,11.4,5
7.9,0.21,0.39,2,0.057,138,0.99176,0.52,10.9,5
7.2,0.17,0.34,6.4,0.042,111,0.99278,0.4,10.8,6
6.9,0.21,0.62,6.3,0.042,109,0.99358,0.59,10.2,6
7.2,0.17,0.34,6.4,0.042,111,0.99278,0.4,10.8,6
7.9,0.21,0.39,2,0.057,138,0.99176,0.52,10.9,5
6.3,0.43,0.32,8.8,0.042,106,0.99172,0.33,12.9,7
5.1,0.35,0.26,6.8,0.034,120,0.99188,0.4,11.5,6
7.1,0.44,0.23,5.8,0.035,100,0.99062,0.57,13.2,7
7,0.15,0.29,16.4,0.058,110,0.9978,0.37,9.7,6
8,0.27,0.33,1.2,0.05,103,0.99002,0.45,12.4,6
6.5,0.41,0.22,4.8,0.052,142,0.9946,0.62,9.2,5
6.7,0.37,0.25,2.5,0.028,84,0.9909,0.36,11.7,6
6.7,0.37,0.25,2.5,0.028,84,0.9909,0.36,11.7,6
6.7,0.24,0.32,9,0.023,109,0.99262,0.35,12.6,6
5.9,0.17,0.29,3.1,0.03,123,0.98913,0.33,13.7,7
5.9,0.2,0.23,1.5,0.037,93,0.99021,0.49,12,6
6.5,0.27,0.19,6.6,0.045,175,0.99364,0.34,10.1,6
8.4,0.23,0.32,1.3,0.048,113,0.99178,0.55,11,6
6.1,0.23,0.27,9.8,0.055,134,0.99534,0.4,10.2,6
7.3,0.36,0.54,13.3,0.054,193,0.99864,0.49,8.6,4
7.6,0.37,0.51,11.7,0.094,181,0.99776,0.51,9,5
6.8,0.73,0.2,6.6,0.054,65,0.99324,0.28,11.1,4
7.1,0.2,0.37,1.5,0.049,129,0.99226,0.52,10.8,5
6,0.28,0.24,17.8,0.047,111,0.99896,0.45,8.9,6
7.1,0.2,0.37,1.5,0.049,129,0.99226,0.52,10.8,5
7,0.34,0.1,3.5,0.044,63,0.9937,0.39,9.2,5
4.8,0.65,0.12,1.1,0.013,10,0.99246,0.36,13.5,4
6.5,0.33,0.3,3.8,0.036,88,0.99028,0.63,12.5,7
4.7,0.455,0.18,1.9,0.036,106,0.98746,0.83,14,7
7.4,0.25,0.37,2.6,0.05,132,0.99138,0.53,11.2,6
6.7,0.31,0.3,2.4,0.038,83,0.98867,0.36,12.8,7
8.6,0.22,0.33,1.2,0.031,95,0.99239,0.31,10.3,5
6.6,0.32,0.47,15.6,0.063,173,0.99872,0.56,9,5
6.2,0.3,0.28,1.6,0.036,106,0.988245,0.41,13.3,6
6.2,0.27,0.32,6.3,0.048,159,0.99282,0.6,11,6
6.9,0.4,0.37,8.9,0.053,148,0.996,0.5,9.3,5
7.2,0.23,0.39,1.5,0.053,106,0.99166,0.47,11.1,6
6.4,0.2,0.15,6.6,0.046,113,0.99408,0.58,9.9,6
6,0.3,0.33,2.1,0.042,127,0.98964,0.42,12.5,6
6.1,0.3,0.32,2.2,0.042,142,0.98952,0.44,12.7,7
6.3,0.33,0.2,17.9,0.066,161,0.9991,0.51,8.8,5
8.4,0.22,0.3,1.3,0.038,122,0.99178,0.54,10.8,7
5.4,0.24,0.18,2.3,0.05,145,0.99207,0.46,10.3,5
7.7,0.31,0.36,4.3,0.026,87,0.99152,0.48,12,5
7.3,0.38,0.23,6.5,0.05,102,0.99304,0.55,11.2,4
5.4,0.185,0.19,7.1,0.048,110,0.99438,0.41,9.5,6
6.4,0.17,0.3,2.8,0.034,125,0.99152,0.49,10.4,6
6.8,0.37,0.67,1.5,0.175,98,0.99244,0.56,10.3,6
6.9,0.27,0.25,7.5,0.03,117,0.99116,0.38,13,6
